,Reactions,Rules,delta G,delta H,delta S,H_reactant_sum,H_product_sum,S_reactant_sum,S_product_sum,R_1,R_2,R_3,P_1,P_2,P_3,R1_Num_of_C,R1_Num_of_db,R1_Num_of_aro,R1_Num_of_cyc,R1_Atypical_aro,P1_Num_of_aro,P1_Num_of_cyc,P1_Atypical_aro,deH_in_cyc,deH_+aromatic,Groups
2172,C1(=C(CC)CCCC1)C>>C1(=C(C=CCC1)CC)C.[HH],Dehydrogenation,50.983037876491885,89.98686000297312,130.81946042757414,-923895.3687557427,-923805.3818957397,393.74929728917476,524.5687577167489,C1(=C(CC)CCCC1)C,,,C1(=C(C=CCC1)CC)C,[HH],,9,1,0,1,0,0,1,0,1,0,B
2173,C1(=C(CC)CCCC1)C>>C1(=C(CC)CC=CC1)C.[HH],Dehydrogenation,67.18574541027084,105.2629346564645,127.71151851817427,-923895.3687557427,-923790.1058210862,393.74929728917476,521.460815807349,C1(=C(CC)CCCC1)C,,,C1(=C(CC)CC=CC1)C,[HH],,9,1,0,1,0,0,1,0,1,0,A
2174,C1(=C(CC)CCCC1)C>>C1(=C(CC)CCC=C1)C.[HH],Dehydrogenation,51.18767584609315,88.77324644394685,126.06262149204662,-923895.3687557427,-923806.5955092987,393.74929728917476,519.8119187812214,C1(=C(CC)CCCC1)C,,,C1(=C(CC)CCC=C1)C,[HH],,9,1,0,1,0,0,1,0,1,0,B
2175,C1(=C(CC)CCCC1)C.[HH]>>C1(=C(CCCC1)C)C.C,Hydrogenolysis,-60.122875864489934,-50.04880700621288,33.78859251476456,-926950.8776444927,-927000.9264514989,524.4292972891748,558.2178898039393,C1(=C(CC)CCCC1)C,[HH],,C1(=C(CCCC1)C)C,C,,9,1,0,1,0,0,1,0,0,0,D
2176,C1(=C(CC)CCCC1)C.[HH]>>C1(C(CC)CCCC1)C,Hydrogenation,-82.61663391871468,-120.32299593393691,-126.46775789106903,-926950.8776444927,-927071.2006404266,524.4292972891748,397.96153939810574,C1(=C(CC)CCCC1)C,[HH],,C1(C(CC)CCCC1)C,,,9,1,0,1,0,0,1,0,0,0,D
2177,C(=CC=CC=CC=CC)C.[HH]>>C(=CC=CC=CC=C)C.C,Hydrogenolysis,-49.13783271187556,-45.42794889374636,12.443011296760687,-1023589.7629363405,-1023635.1908852343,594.9083311034365,607.3513424001972,C(=CC=CC=CC=CC)C,[HH],,C(=CC=CC=CC=C)C,C,,10,4,0,0,0,0,0,0,0,0,D
2178,C(=CC=CC=CC=CC)C.[HH]>>C(=C)C.C(=C)C=CC=CC,Hydrogenolysis,-13.297111648948142,-1.649773461278528,39.06536370172603,-1023589.7629363405,-1023591.4127098018,594.9083311034365,633.9736948051625,C(=CC=CC=CC=CC)C,[HH],,C(=C)C,C(=C)C=CC=CC,,10,4,0,0,0,0,0,0,0,0,D
2179,C(=CC=CC=CC=CC)C.[HH]>>C(=C)C=CC.C(=C)C=CC,Hydrogenolysis,-7.322811941105726,4.755655067972839,40.5113768541961,-1023589.7629363405,-1023585.0072812726,594.9083311034365,635.4197079576326,C(=CC=CC=CC=CC)C,[HH],,C(=C)C=CC,C(=C)C=CC,,10,4,0,0,0,0,0,0,0,0,C
2180,C(=CC=CC=CC=CC)C.[HH]>>C(=CC=CC=CCCC)C,Hydrogenation,-45.29543794368959,-85.40072589623742,-134.51379491044048,-1023589.7629363405,-1023675.1636622368,594.9083311034365,460.394536192996,C(=CC=CC=CC=CC)C,[HH],,C(=CC=CC=CCCC)C,,,10,4,0,0,0,0,0,0,0,0,D
2181,C(=CC=CC=CC=CC)C.[HH]>>C(=CC=CCCC=CC)C,Hydrogenation,-31.987896539634306,-72.20415337302256,-134.8859863605174,-1023589.7629363405,-1023661.9670897136,594.9083311034365,460.0223447429191,C(=CC=CC=CC=CC)C,[HH],,C(=CC=CCCC=CC)C,,,10,4,0,0,0,0,0,0,0,0,D
2182,C(=CC=CC=CC=CC)C>>C(=Cc1c(cccc1)C)C.[HH],CyclizationA,-92.50954586382205,-71.54248549498152,70.32386506402997,-1020534.2540475905,-1020605.7965330855,464.2283311034365,534.5521961674665,C(=CC=CC=CC=CC)C,,,C(=Cc1c(cccc1)C)C,[HH],,10,4,0,0,0,0,0,0,0,0,D
2183,C(=CC=CC=CC=CC)C>>C1(=CC)C(=CC)C=CC=C1.[HH],CyclizationA,-44.001291756383395,-16.04544203612022,93.76437940722178,-1020534.2540475905,-1020550.2994896267,464.2283311034365,557.9927105106583,C(=CC=CC=CC=CC)C,,,C1(=CC)C(=CC)C=CC=C1,[HH],,10,4,0,0,0,0,0,0,0,0,D
2184,C(=CC=CC=CC=CC)C>>C1(=CC=CC)C=CC=CC1.[HH],CyclizationA,-11.250780860943081,9.743174588191323,70.41407160534766,-1020534.2540475905,-1020524.5108730023,464.2283311034365,534.6424027087842,C(=CC=CC=CC=CC)C,,,C1(=CC=CC)C=CC=CC1,[HH],,10,4,0,0,0,0,0,0,0,0,C
2185,C(=C)CC=CC=CC=CC.[HH]>>C=C.C(=CC=CC=CC)C,Hydrogenolysis,-38.23851450894013,-21.926658403128386,54.710233459036544,-1023561.7687222796,-1023583.6953806827,580.3644708000465,635.0747042590831,C(=C)CC=CC=CC=CC,[HH],,C=C,C(=CC=CC=CC)C,,10,4,0,0,0,0,0,0,0,0,D
2186,C(=C)CC=CC=CC=CC.[HH]>>C(=C)C.C(=C)C=CC=CC,Hydrogenolysis,-45.62757765935301,-29.64398752222769,53.60922400511595,-1023561.7687222796,-1023591.4127098018,580.3644708000465,633.9736948051625,C(=C)CC=CC=CC=CC,[HH],,C(=C)C,C(=C)C=CC=CC,,10,4,0,0,0,0,0,0,0,0,D
2187,C(=C)CC=CC=CC=CC.[HH]>>C(=C)CC=C.C(=C)C=CC,Hydrogenolysis,-15.756766962108646,3.2595472843386233,63.78103050963364,-1023561.7687222796,-1023558.5091749952,580.3644708000465,644.1455013096802,C(=C)CC=CC=CC=CC,[HH],,C(=C)CC=C,C(=C)C=CC,,10,4,0,0,0,0,0,0,0,0,C
2188,C(=C)CC=CC=CC=CC.[HH]>>C(=C)CC=CC=C.C(=C)C,Hydrogenolysis,-10.646164905871064,4.320207597222179,50.19745934292553,-1023561.7687222796,-1023557.4485146824,580.3644708000465,630.5619301429721,C(=C)CC=CC=CC=CC,[HH],,C(=C)CC=CC=C,C(=C)C,,10,4,0,0,0,0,0,0,0,0,C
2189,C(=C)CC=CC=CC=CC.[HH]>>C(=C)CC=CC=CC=C.C,Hydrogenolysis,-46.41431775978225,-38.944595598615706,25.053570891049958,-1023561.7687222796,-1023600.7133178782,580.3644708000465,605.4180416910965,C(=C)CC=CC=CC=CC,[HH],,C(=C)CC=CC=CC=C,C,,10,4,0,0,0,0,0,0,0,0,D
2190,C(=C)CC=CC=CC=CC.[HH]>>C(=CC=CC=CCCC)C,Hydrogenation,-77.62590395409445,-113.39493995718658,-119.96993460705056,-1023561.7687222796,-1023675.1636622368,580.3644708000465,460.394536192996,C(=C)CC=CC=CC=CC,[HH],,C(=CC=CC=CCCC)C,,,10,4,0,0,0,0,0,0,0,0,D
2191,C(=C)CC=CC=CC=CC.[HH]>>C(=C)CCCC=CC=CC,Hydrogenation,-60.41137966918055,-96.50160467042588,-121.047207785495,-1023561.7687222796,-1023658.27032695,580.3644708000465,459.31726301455154,C(=C)CC=CC=CC=CC,[HH],,C(=C)CCCC=CC=CC,,,10,4,0,0,0,0,0,0,0,0,D
2192,C(=C)CC=CC=CC=CC.[HH]>>C(=C)CC=CCCC=CC,Hydrogenation,-37.407813983580056,-72.99677231383976,-119.36595113285159,-1023561.7687222796,-1023634.7654945934,580.3644708000465,460.99851966719496,C(=C)CC=CC=CC=CC,[HH],,C(=C)CC=CCCC=CC,,,10,4,0,0,0,0,0,0,0,0,D
2193,C(=C)CC=CC=CC=CC.[HH]>>C(=C)CC=CC=CCCC,Hydrogenation,-55.7931363764851,-91.62602612562478,-120.18410112070995,-1023561.7687222796,-1023653.3947484052,580.3644708000465,460.1803696793366,C(=C)CC=CC=CC=CC,[HH],,C(=C)CC=CC=CCCC,,,10,4,0,0,0,0,0,0,0,0,D
2194,C(=C)CC=CC=CC=CC>>C1(=C)C(=CC=CC1)C=CC.[HH],CyclizationA,-12.721556662854187,12.271012043231167,83.82548618509259,-1020506.2598335296,-1020493.9888214864,449.6844708000465,533.5099569851391,C(=C)CC=CC=CC=CC,,,C1(=C)C(=CC=CC1)C=CC,[HH],,10,4,0,0,0,0,0,0,0,0,C
2195,C(=C)CC=CC=CC=CC>>C1(=CC=CC)C=CCC=C1.[HH],CyclizationA,-34.62568843219073,-7.770505481748842,90.07272497213444,-1020506.2598335296,-1020514.0303390113,449.6844708000465,539.7571957721809,C(=C)CC=CC=CC=CC,,,C1(=CC=CC)C=CCC=C1,[HH],,10,4,0,0,0,0,0,0,0,0,D
2196,C(=C)CC=CC=CC=CC>>C1(=CC)C(C=C)C=CC=C1.[HH],CyclizationA,-11.78979913997265,12.155259658349678,80.31212073896472,-1020506.2598335296,-1020494.1045738712,449.6844708000465,529.9965915390112,C(=C)CC=CC=CC=CC,,,C1(=CC)C(C=C)C=CC=C1,[HH],,10,4,0,0,0,0,0,0,0,0,C
2197,C(=C)CC=CC=CC=CC>>C(=C)Cc1c(cccc1)C.[HH],CyclizationA,-107.63950493919492,-87.16990725451615,68.65536704571116,-1020506.2598335296,-1020593.4297407841,449.6844708000465,518.3398378457576,C(=C)CC=CC=CC=CC,,,C(=C)Cc1c(cccc1)C,[HH],,10,4,0,0,0,0,0,0,0,0,D
2198,C(=C)CC=CC=CC=CC>>C1(=CCC=C)C=CC=CC1.[HH],CyclizationA,-3.8158533546615026,20.71778489346616,82.28622588672704,-1020506.2598335296,-1020485.5420486361,449.6844708000465,531.9706966867735,C(=C)CC=CC=CC=CC,,,C1(=CCC=C)C=CC=CC1,[HH],,10,4,0,0,0,0,0,0,0,0,C
2199,C(=C)C=CC=CCCC>>C(=CC=CC=CC=C)C.[HH],Dehydrogenation,54.83102484556147,90.98424670775421,121.25850029244589,-920669.2132321739,-920578.2289854662,430.66055256178583,551.9190528542317,C(=C)C=CC=CCCC,,,C(=CC=CC=CC=C)C,[HH],,9,3,0,0,0,0,0,0,0,0,B
2200,C(=C)C=CC=CCCC>>C(=C)CC=CC=CC=C.[HH],Dehydrogenation,89.88500580805965,125.46181406383403,119.32519958334524,-920669.2132321739,-920543.7514181101,430.66055256178583,549.9857521451311,C(=C)C=CC=CCCC,,,C(=C)CC=CC=CC=C,[HH],,9,3,0,0,0,0,0,0,0,0,A
2201,C(=C)C=CC=CCCC.[HH]>>C=C.C(=C)C=CCCC,Hydrogenolysis,-8.808476344003134,2.633453246904537,38.37641989236181,-923724.7221209239,-923722.088667677,561.3405525617859,599.7169724541477,C(=C)C=CC=CCCC,[HH],,C=C,C(=C)C=CCCC,,9,3,0,0,0,0,0,0,0,0,C
2202,C(=C)C=CC=CCCC.[HH]>>C(=C)C=C.C(=C)CCC,Hydrogenolysis,-8.786789356214996,3.7080708106514066,41.90796634870503,-923724.7221209239,-923721.0140501133,561.3405525617859,603.2485189104909,C(=C)C=CC=CCCC,[HH],,C(=C)C=C,C(=C)CCC,,9,3,0,0,0,0,0,0,0,0,C
2203,C(=C)C=CC=CCCC.[HH]>>C(=C)C=CC=C.C(C)C,Hydrogenolysis,-40.629644670169796,-28.14832211425528,41.86256097908608,-923724.7221209239,-923752.8704430382,561.3405525617859,603.203113540872,C(=C)C=CC=CCCC,[HH],,C(=C)C=CC=C,C(C)C,,9,3,0,0,0,0,0,0,0,0,D
2204,C(=C)C=CC=CCCC.[HH]>>C(=C)C=CC=CC.CC,Hydrogenolysis,-49.081325699729135,-38.574702598154545,35.23938655567531,-923724.7221209239,-923763.2968235221,561.3405525617859,596.5799391174612,C(=C)C=CC=CCCC,[HH],,C(=C)C=CC=CC,CC,,9,3,0,0,0,0,0,0,0,0,D
2205,C(=C)C=CC=CCCC.[HH]>>C(=C)C=CC=CCC.C,Hydrogenolysis,-56.122487339172096,-48.67079072946217,24.993112895220293,-923724.7221209239,-923773.3929116534,561.3405525617859,586.3336654570062,C(=C)C=CC=CCCC,[HH],,C(=C)C=CC=CCC,C,,9,3,0,0,0,0,0,0,0,0,D
2206,C(=C)C=CC=CCCC.[HH]>>C(=CCC)C=CCCC,Hydrogenation,-62.53791646786635,-98.78772504406516,-121.58245371859402,-923724.7221209239,-923823.509845968,561.3405525617859,439.7580988431919,C(=C)C=CC=CCCC,[HH],,C(=CCC)C=CCCC,,,9,3,0,0,0,0,0,0,0,0,D
2207,C(=C)C=CC=CCCC.[HH]>>C(=C)CCC=CCCC,Hydrogenation,-33.80544227021744,-72.99957775895018,-131.45777457230503,-923724.7221209239,-923797.7216986829,561.3405525617859,429.88277798948087,C(=C)C=CC=CCCC,[HH],,C(=C)CCC=CCCC,,,9,3,0,0,0,0,0,0,0,0,D
2208,C(=C)C=CC=CCCC.[HH]>>C(=C)C=CCCCCC,Hydrogenation,-55.432969025448145,-91.58276562695391,-121.24701191180873,-923724.7221209239,-923816.3048865509,561.3405525617859,440.0935406499772,C(=C)C=CC=CCCC,[HH],,C(=C)C=CCCCCC,,,9,3,0,0,0,0,0,0,0,0,D
2209,C(=C)C=CC=CCCC>>C1(=C)C(C=CC=C1)CC.[HH],CyclizationA,-7.127258289354039,13.345625391928479,68.6663883323244,-920669.2132321739,-920655.867606782,430.66055256178583,499.32694089411024,C(=C)C=CC=CCCC,,,C1(=C)C(C=CC=C1)CC,[HH],,9,3,0,0,0,0,0,0,0,0,C
2210,C(=C)C=CC=CCCC>>c1(ccccc1)CCC.[HH],CyclizationA,-111.71160808072099,-87.02274750359356,82.80684412922164,-920669.2132321739,-920756.2359796775,430.66055256178583,513.4673966910075,C(=C)C=CC=CCCC,,,c1(ccccc1)CCC,[HH],,9,3,0,0,0,0,0,0,0,0,D
2211,C(=C)C=CC=CCCC>>C1(=CC=CCC1C)C=C.[HH],CyclizationA,8.599119585476469,31.161911037983373,75.67597334397755,-920669.2132321739,-920638.051321136,430.66055256178583,506.3365259057634,C(=C)C=CC=CCCC,,,C1(=CC=CCC1C)C=C,[HH],,9,3,0,0,0,0,0,0,0,0,C
2212,C(=C)C=CC=CCCC>>C1(=CC=C)C=CCCC1.[HH],CyclizationA,11.492629301558477,36.73046456638258,84.64811425397988,-920669.2132321739,-920632.4827676076,430.66055256178583,515.3086668157657,C(=C)C=CC=CCCC,,,C1(=CC=C)C=CCCC1,[HH],,9,3,0,0,0,0,0,0,0,0,C
2213,C(=C)C=CC=CC.[HH]>>C=C.C(=C)C=CC,Hydrogenolysis,-7.692467928093514,3.476202866528183,37.45990539869763,-717713.0851354874,-717709.6089326208,499.54026165326115,537.0001670519588,C(=C)C=CC=CC,[HH],,C=C,C(=C)C=CC,,7,3,0,0,0,0,0,0,0,0,C
2214,C(=C)C=CC=CC.[HH]>>C(=C)C=C.C(=C)C,Hydrogenolysis,-9.300105583500986,5.10459890938364,48.31361560585151,-717713.0851354874,-717707.980536578,499.54026165326115,547.8538772591127,C(=C)C=CC=CC,[HH],,C(=C)C=C,C(=C)C,,7,3,0,0,0,0,0,0,0,0,C
2215,C(=C)C=CC=CC.[HH]>>C(=C)C=CC=C.C,Hydrogenolysis,-45.10146834027284,-38.72444150596857,21.388652806655273,-717713.0851354874,-717751.8095769933,499.54026165326115,520.9289144599164,C(=C)C=CC=CC,[HH],,C(=C)C=CC=C,C,,7,3,0,0,0,0,0,0,0,0,D
2216,C(=C)C=CC=CC.[HH]>>C(=CC=CCC)C,Hydrogenation,-68.17342868221468,-102.1244651604211,-113.87233432234251,-717713.0851354874,-717815.2096006478,499.54026165326115,385.66792733091864,C(=C)C=CC=CC,[HH],,C(=CC=CCC)C,,,7,3,0,0,0,0,0,0,0,0,D
2217,C(=C)C=CC=CC.[HH]>>C(=C)CCC=CC,Hydrogenation,-43.006440259690564,-76.25488282949664,-111.51582280666133,-717713.0851354874,-717789.3400183169,499.54026165326115,388.0244388465998,C(=C)C=CC=CC,[HH],,C(=C)CCC=CC,,,7,3,0,0,0,0,0,0,0,0,D
2218,C(=C)C=CC=CC.[HH]>>C(=C)C=CCCC,Hydrogenation,-56.38451968754379,-91.89824020501692,-119.113602272256,-717713.0851354874,-717804.9833756924,499.54026165326115,380.42665938100515,C(=C)C=CC=CC,[HH],,C(=C)C=CCCC,,,7,3,0,0,0,0,0,0,0,0,D
2219,C(=C)C=CC=CC>>C1(=C)C=CC=CC1.[HH],CyclizationA,-2.9571392437496122,24.328421212150715,91.51621819855887,-714657.5762467374,-714633.2478255252,368.86026165326115,460.37647985182,C(=C)C=CC=CC,,,C1(=C)C=CC=CC1,[HH],,7,3,0,0,0,0,0,0,0,0,C
2220,C(=C)C=CC=CC>>c1(ccccc1)C.[HH],CyclizationA,-110.38426556763807,-83.06174300971907,91.64018969618985,-714657.5762467374,-714740.6379897471,368.86026165326115,460.500451349451,C(=C)C=CC=CC,,,c1(ccccc1)C,[HH],,7,3,0,0,0,0,0,0,0,0,D
2221,C(=CC=CC=CC)C.[HH]>>C(=C)C=CC=CC.C,Hydrogenolysis,-50.48476571536114,-47.94805780739989,8.508160013286101,-820722.0989774481,-820770.0470352555,546.4643911859405,554.9725511992266,C(=CC=CC=CC)C,[HH],,C(=C)C=CC=CC,C,,8,3,0,0,0,0,0,0,0,0,D
2222,C(=CC=CC=CC)C.[HH]>>C(=C)C.C(=C)C=CC,Hydrogenolysis,-15.081531078622842,-4.241126252687536,36.358895944777146,-820722.0989774481,-820726.3401037008,546.4643911859405,582.8232871307176,C(=CC=CC=CC)C,[HH],,C(=C)C,C(=C)C=CC,,8,3,0,0,0,0,0,0,0,0,D
2223,C(=CC=CC=CC)C.[HH]>>C(=CC=CCCC)C,Hydrogenation,-58.619215457737106,-97.86314872466028,-131.62479713876633,-820722.0989774481,-820819.9621261727,546.4643911859405,414.83959404717416,C(=CC=CC=CC)C,[HH],,C(=CC=CCCC)C,,,8,3,0,0,0,0,0,0,0,0,D
2224,C(=CC=CC=CC)C.[HH]>>C(=CCCC=CC)C,Hydrogenation,-35.63228805031424,-74.59039043681696,-130.66611566829692,-820722.0989774481,-820796.6893678849,546.4643911859405,415.79827551764356,C(=CC=CC=CC)C,[HH],,C(=CCCC=CC)C,,,8,3,0,0,0,0,0,0,0,0,D
2225,C(=CC=CC=CC)C>>c1(c(cccc1)C)C.[HH],CyclizationA,-107.88277712640335,-88.44541901757475,65.193218543782,-817666.5900886981,-817755.0355077157,415.78439118594054,480.97760972972253,C(=CC=CC=CC)C,,,c1(c(cccc1)C)C,[HH],,8,3,0,0,0,0,0,0,0,0,D
2226,C(=CC=CC=CC)C>>C1(=CC)C=CC=CC1.[HH],CyclizationA,-5.770237232799602,14.953952116542496,69.5092716731246,-817666.5900886981,-817651.6361365815,415.78439118594054,485.29366285906514,C(=CC=CC=CC)C,,,C1(=CC)C=CC=CC1,[HH],,8,3,0,0,0,0,0,0,0,0,C
2227,C(=CC=CC=CCC)C>>C(=CC=CC=CC=C)C.[HH],Dehydrogenation,61.67996620619234,94.30949279363267,109.43996843012019,-920672.5384782598,-920578.2289854662,442.47908442411153,551.9190528542317,C(=CC=CC=CCC)C,,,C(=CC=CC=CC=C)C,[HH],,9,3,0,0,0,0,0,0,0,0,B
2228,C(=CC=CC=CCC)C.[HH]>>C(=C)C=CC=CCC.C,Hydrogenolysis,-49.27354597854123,-45.34554464358371,13.174581032894594,-923728.0473670098,-923773.3929116534,573.1590844241116,586.3336654570062,C(=CC=CC=CCC)C,[HH],,C(=C)C=CC=CCC,C,,9,3,0,0,0,0,0,0,0,0,D
2229,C(=CC=CC=CCC)C.[HH]>>C(=C)C.C(=C)C=CCC,Hydrogenolysis,-15.739553269563459,-3.444094432867132,41.23917101021743,-923728.0473670098,-923731.4914614427,573.1590844241116,614.398255434329,C(=CC=CC=CCC)C,[HH],,C(=C)C,C(=C)C=CCC,,9,3,0,0,0,0,0,0,0,0,D
2230,C(=CC=CC=CCC)C.[HH]>>C(=C)C=CC.C(=C)CC,Hydrogenolysis,-14.153073230295742,-2.9995195941301063,37.40920220079033,-923728.0473670098,-923731.0468866039,573.1590844241116,610.5682866249019,C(=CC=CC=CCC)C,[HH],,C(=C)C=CC,C(=C)CC,,9,3,0,0,0,0,0,0,0,0,D
2231,C(=CC=CC=CCC)C.[HH]>>C(=C)C=CC=CC.CC,Hydrogenolysis,-42.23238433909827,-35.24945651227608,23.42085469334961,-923728.0473670098,-923763.2968235221,573.1590844241116,596.5799391174612,C(=CC=CC=CCC)C,[HH],,C(=C)C=CC=CC,CC,,9,3,0,0,0,0,0,0,0,0,D
2232,C(=CC=CC=CCC)C.[HH]>>C(=CC=CC=CC)C.C,Hydrogenolysis,-59.5816245455339,-51.01351020636503,28.73759630779432,-923728.0473670098,-923779.0608772162,573.1590844241116,601.8966807319059,C(=CC=CC=CCC)C,[HH],,C(=CC=CC=CC)C,C,,9,3,0,0,0,0,0,0,0,0,D
2233,C(=CC=CC=CCC)C.[HH]>>C(=CCC)C=CCCC,Hydrogenation,-55.68897510723548,-95.4624789581867,-133.40098558091972,-923728.0473670098,-923823.509845968,573.1590844241116,439.7580988431919,C(=CC=CC=CCC)C,[HH],,C(=CCC)C=CCCC,,,9,3,0,0,0,0,0,0,0,0,D
2234,C(=CC=CC=CCC)C.[HH]>>C(=CCCC=CCC)C,Hydrogenation,-43.36550823960294,-80.93173892912455,-125.99775512165559,-923728.0473670098,-923808.9791059389,573.1590844241116,447.161329302456,C(=CC=CC=CCC)C,[HH],,C(=CCCC=CCC)C,,,9,3,0,0,0,0,0,0,0,0,D
2235,C(=CC=CC=CCC)C.[HH]>>C(=CC=CCCCC)C,Hydrogenation,-60.63024792810613,-101.20164178847335,-136.0771217855684,-923728.0473670098,-923829.2490087983,573.1590844241116,437.0819626385432,C(=CC=CC=CCC)C,[HH],,C(=CC=CCCCC)C,,,9,3,0,0,0,0,0,0,0,0,D
2236,C(=CC=CC=CCC)C>>c1(c(CC)cccc1)C.[HH],CyclizationA,-106.57216568452063,-88.53981122805271,60.480813202978084,-920672.5384782598,-920761.0782894879,442.47908442411153,502.9598976270896,C(=CC=CC=CCC)C,,,c1(c(CC)cccc1)C,[HH],,9,3,0,0,0,0,0,0,0,0,D
2237,C(=CC=CC=CCC)C>>C1(=CC)C(C=CC=C1)C.[HH],CyclizationA,-14.525851648286892,7.45409734651912,73.72111016201916,-920672.5384782598,-920665.0843809133,442.47908442411153,516.2001945861307,C(=CC=CC=CCC)C,,,C1(=CC)C(C=CC=C1)C,[HH],,9,3,0,0,0,0,0,0,0,0,C
2238,C(=CC=CC=CCC)C>>C1(=CC=CCC1)C=CC.[HH],CyclizationA,9.156523711715558,32.73871314851567,79.09505093677717,-920672.5384782598,-920639.7997651113,442.47908442411153,521.5741353608887,C(=CC=CC=CCC)C,,,C1(=CC=CCC1)C=CC,[HH],,9,3,0,0,0,0,0,0,0,0,C
2239,C(=CC=CC=CCC)C>>C1(=CCC)C=CC=CC1.[HH],CyclizationA,-5.701081725621048,16.15954924770631,73.32091555702618,-920672.5384782598,-920656.3789290121,442.47908442411153,515.7999999811377,C(=CC=CC=CCC)C,,,C1(=CCC)C=CC=CC1,[HH],,9,3,0,0,0,0,0,0,0,0,C
2240,c1(c(CCC)cccc1)C>>C(=Cc1c(cccc1)C)C.[HH],Dehydrogenation,67.01152598387304,106.27922139805742,131.70449577120365,-1020712.0757544836,-1020605.7965330855,402.84770039626284,534.5521961674665,c1(c(CCC)cccc1)C,,,C(=Cc1c(cccc1)C)C,[HH],,10,0,1,1,0,1,1,0,0,0,A
2241,c1(c(CCC)cccc1)C>>C(=C)Cc1c(cccc1)C.[HH],Dehydrogenation,84.21203291890507,118.64601369947195,115.4921374494948,-1020712.0757544836,-1020593.4297407841,402.84770039626284,518.3398378457576,c1(c(CCC)cccc1)C,,,C(=C)Cc1c(cccc1)C,[HH],,10,0,1,1,0,1,1,0,0,0,A
2242,c1(c(CCC)cccc1)C.[HH]>>c1(c(cccc1)C)C.CC,Hydrogenolysis,-50.92712282051329,-37.66255251679104,44.48958679765974,-1023767.5846432336,-1023805.2471957504,533.5277003962628,578.0172871939226,c1(c(CCC)cccc1)C,[HH],,c1(c(cccc1)C)C,CC,,10,0,1,1,0,1,1,0,0,0,D
2243,c1(c(CCC)cccc1)C.[HH]>>c1(c(CC)cccc1)C.C,Hydrogenolysis,-57.8688927548934,-50.45554602239281,24.864486776792205,-1023767.5846432336,-1023818.040189256,533.5277003962628,558.392187173055,c1(c(CCC)cccc1)C,[HH],,c1(c(CC)cccc1)C,C,,10,0,1,1,0,1,1,0,0,0,D
2244,C1(=CC)C(CC)C=CC=C1>>C1(=CC)C(=CC)C=CC=C1.[HH],Dehydrogenation,24.45908733757458,68.1951758741634,146.69155974036164,-1020618.4946655008,-1020550.2994896267,411.30115077029666,557.9927105106583,C1(=CC)C(CC)C=CC=C1,,,C1(=CC)C(=CC)C=CC=C1,[HH],,10,3,0,1,0,1,1,1,1,1,B
2245,C1(=CC)C(CC)C=CC=C1>>C1(=CC)C(C=C)C=CC=C1.[HH],Dehydrogenation,89.00104596439022,124.39009162958246,118.69544076871455,-1020618.4946655008,-1020494.1045738712,411.30115077029666,529.9965915390112,C1(=CC)C(CC)C=CC=C1,,,C1(=CC)C(C=C)C=CC=C1,[HH],,10,3,0,1,0,0,1,0,0,0,A
2246,C1(=CC)C(CC)C=CC=C1.[HH]>>C1(=C)C(C=CC=C1)CC.C,Hydrogenolysis,-42.63573675283312,-38.825952299288474,12.778079669779117,-1023674.0035542508,-1023712.8295065501,541.9811507702966,554.7592304400757,C1(=CC)C(CC)C=CC=C1,[HH],,C1(=C)C(C=CC=C1)CC,C,,10,3,0,1,0,0,1,0,0,0,D
2247,C1(=CC)C(CC)C=CC=C1.[HH]>>C1(=CC)C(C=CC=C1)C.C,Hydrogenolysis,-56.88327147239682,-48.042726430576295,29.651333361799516,-1023674.0035542508,-1023722.0462806814,541.9811507702966,571.6324841320961,C1(=CC)C(CC)C=CC=C1,[HH],,C1(=CC)C(C=CC=C1)C,C,,10,3,0,1,0,0,1,0,0,0,D
2248,C1(=CC)C(CC)C=CC=C1.[HH]>>C1(C(CC)C=CC=C1)CC,Hydrogenation,-36.51526533979282,-74.992271539988,-129.05251115275928,-1023674.0035542508,-1023748.9958257908,541.9811507702966,412.9286396175373,C1(=CC)C(CC)C=CC=C1,[HH],,C1(C(CC)C=CC=C1)CC,,,10,3,0,1,0,0,1,0,0,0,D
2249,C1(=CC)C(CC)C=CC=C1.[HH]>>C1=CC(=CC)C(CC)CC1,Hydrogenation,-38.68417681045798,-77.20362918381579,-129.19487631513607,-1023674.0035542508,-1023751.2071834346,541.9811507702966,412.78627445516054,C1(=CC)C(CC)C=CC=C1,[HH],,C1=CC(=CC)C(CC)CC1,,,10,3,0,1,0,0,1,0,0,0,D
2250,C1(=CC)C(CC)C=CC=C1.[HH]>>C1(=CC)C(CC)C=CCC1,Hydrogenation,-16.622222524136433,-52.197682335274294,-119.3206768778731,-1023674.0035542508,-1023726.2012365861,541.9811507702966,422.6604738924235,C1(=CC)C(CC)C=CC=C1,[HH],,C1(=CC)C(CC)C=CCC1,,,10,3,0,1,0,0,1,0,0,0,D
2251,C1(=CC=CCC1C)C=CC>>C(=Cc1c(cccc1)C)C.[HH],Dehydrogenation,-37.6414514697585,-3.666799195460044,113.95154209055329,-1020602.1297338901,-1020605.7965330855,420.6006540769132,534.5521961674665,C1(=CC=CCC1C)C=CC,,,C(=Cc1c(cccc1)C)C,[HH],,10,3,0,1,0,1,1,0,1,1,D
